Index, Buffer Level, Bitrate, Playback Timestamp, QoE, Bandwidth, Latency, Resolution
0,0,760,0,0,9000000,25,"480x270"
1,0,760,0,0,9000000,25,"480x270"
2,0,760,0,-3126.6666666666665,9000000,25,"480x270"
3,0,760,0,-5873.333333333333,9000000,25,"480x270"
4,3.988,4953,0.016797,-5943.65,9000000,25,"1280x720"
5,3.977,4953,0.1851,-5086.266666666666,9000000,25,"1280x720"
6,3.507,4953,0.566419,-4485.642857142857,9000000,25,"1280x720"
7,7.351,14932,0.694567,-4219.267857142857,9000000,25,"3840x2160"
8,7.242,14932,0.797125,-2728.3888888888887,9000000,25,"3840x2160"
9,6.179,14932,1.93893,-1541.6111111111113,9000000,25,"3840x2160"
10,5.117,14932,2.929648,-574.3818181818178,9000000,25,"3840x2160"
11,8.32,14932,3.811471,229.128787878788,9000000,25,"3840x2160"
12,8.054,14932,3.981915,907.2820512820517,9000000,25,"3840x2160"
13,11.523,14932,4.622655,1487.313186813186,9000000,25,"3840x2160"
14,10.992,14932,5.132207,1989.0952380952376,9000000,25,"3840x2160"
15,14.195,14932,5.90236,2427.470833333333,9000000,25,"3840x2160"
16,13.929,14932,6.117679,2813.75,9000000,25,"3840x2160"
17,17.398,14932,6.818107,3156.7026143790845,9000000,25,"3840x2160"
18,16.866,14932,7.355022,3463.233918128655,9000000,25,"3840x2160"
19,20.069,14932,8.157729,3738.855263157895,9000000,25,"3840x2160"
20,19.007,14932,9.211342,3988.0190476190473,9000000,25,"3840x2160"
21,22.21,14932,9.865165,4214.361471861472,9000000,25,"3840x2160"
22,21.679,14932,10.453908,4420.881422924902,9000000,25,"3840x2160"
23,24.882,14932,11.157409,4610.074275362318,9000000,25,"3840x2160"
24,24.569,14932,11.48977,4784.033333333335,9000000,25,"3840x2160"
25,28.085,14932,12.042522,4944.527692307691,9000000,25,"3840x2160"
26,27.554,14932,12.576024,5093.062678062679,9000000,25,"3840x2160"
27,30.757,14932,13.377282,5230.92724867725,9000000,25,"3840x2160"
28,30.491,14932,13.587017,5359.231527093596,9000000,25,"3840x2160"
29,33.96,14932,14.203193,5478.936781609196,9000000,25,"3840x2160"
30,33.429,14932,14.725038,5590.879569892473,9000000,25,"3840x2160"
31,36.632,14932,15.457558,5695.791330645161,9000000,25,"3840x2160"
32,35.835,14932,16.28402,5794.314393939394,9000000,25,"3840x2160"
33,39.304,14932,16.819197,5887.015151515152,9000000,25,"3840x2160"
34,38.506,14932,17.619273,5974.394957983193,9000000,25,"3840x2160"
35,41.975,14932,18.230244,6056.899206349206,9000000,25,"3840x2160"
36,41.178,14932,19.035571,6134.924924924926,9000000,25,"3840x2160"
37,44.647,14932,19.489881,6208.827169274537,9000000,25,"3840x2160"
38,43.85,14932,20.356823,6278.9244264507415,9000000,25,"3840x2160"
39,47.319,14932,20.816452,6345.503205128205,9000000,25,"3840x2160"
40,46.257,14932,21.794316,6408.821951219514,9000000,25,"3840x2160"
41,49.46,14932,22.618604,6469.114401858304,9000000,25,"3840x2160"
42,49.194,14932,22.901906,6526.592469545958,9000000,25,"3840x2160"
43,52.663,14932,23.359879,6581.448731501057,9000000,25,"3840x2160"
44,51.866,14932,24.159323,6633.858585858587,9000000,25,"3840x2160"
45,54.272,14932,25.785519,6683.982125603863,9000000,25,"3840x2160"
46,57.741,14932,26.457075,6731.965772432932,9000000,25,"3840x2160"
47,56.678,14932,27.503684,6777.943705673759,9000000,25,"3840x2160"
48,60.474,14932,27.58445,6822.039115646257,9000000,25,"3840x2160"
49,60.147,14932,28.006709,6864.365306122449,9000000,25,"3840x2160"
50,59.084,14932,29.118992,6905.026666666667,4000000,50,"3840x2160"
51,62.288,14932,29.919707,6944.119532428356,4000000,50,"3840x2160"
52,60.959,14932,31.147258,6981.732946298984,4000000,50,"3840x2160"
53,64.428,14932,31.733615,7017.94933612858,4000000,50,"3840x2160"
54,63.366,14932,32.883505,7052.845117845118,4000000,50,"3840x2160"
55,66.303,14932,33.941447,7086.491233766234,4000000,50,"3840x2160"
56,64.178,14932,35.860012,7118.953634085214,4000000,50,"3840x2160"
57,68.116,14932,36.082915,7150.2937084089535,4000000,50,"3840x2160"
58,65.522,14932,38.711815,7180.568673290474,4000000,50,"3840x2160"
59,68.194,14932,39.83329,7209.831920903955,4000000,50,"3840x2160"
60,67.397,14932,40.836189,7238.133333333333,4000000,50,"3840x2160"
61,70.068,14932,41.959255,7265.519566367002,4000000,50,"3840x2160"
62,69.272,14932,42.986749,7292.034306195597,4000000,50,"3840x2160"
63,72.209,14932,43.817213,7317.718501984127,4000000,50,"3840x2160"
64,71.147,14932,44.97416,7342.610576923076,4000000,50,"3840x2160"
65,74.615,14932,45.635137,7366.746620046619,4000000,50,"3840x2160"
66,73.022,14932,47.108973,7390.1605608322025,4000000,50,"3840x2160"
67,76.756,14932,47.298505,7412.884328358208,4000000,50,"3840x2160"
68,75.428,14932,48.833824,7434.947996589941,4000000,50,"3840x2160"
69,78.1,14932,49.988838,7456.379917184264,4000000,50,"3840x2160"
70,77.568,14932,50.609729,7477.206841046276,4000000,50,"3840x2160"
71,80.772,14932,51.427009,7497.454029733959,4000000,50,"3840x2160"
72,79.444,14932,52.593399,7517.145357686453,4000000,50,"3840x2160"
73,82.912,14932,53.229514,7536.303406145873,4000000,50,"3840x2160"
74,81.584,14932,54.618788,7554.94954954955,4000000,50,"3840x2160"
75,85.053,14932,55.134823,7573.104035087719,4000000,50,"3840x2160"
76,83.459,14932,56.634572,7590.786056049214,4000000,50,"3840x2160"
77,86.397,14932,57.83305,7608.013819513819,4000000,50,"3840x2160"
78,85.334,14932,58.80686,7624.804608893217,4000000,50,"3840x2160"
79,89.068,14932,59.067071,7641.174841772152,2000000,75,"3840x2160"
80,86.146,14932,61.952051,7657.140123456791,2000000,75,"3840x2160"
81,89.615,14932,62.431735,7672.715296597411,2000000,75,"3840x2160"
82,87.49,14932,64.774519,7687.914487217162,2000000,75,"3840x2160"
83,90.943,14932,65.18401,7702.75114744693,2000000,75,"3840x2160"
84,87.756,14932,68.396552,7717.238095238095,2000000,75,"3840x2160"
85,91.225,14932,68.965516,7731.387551299589,2000000,75,"3840x2160"
86,88.568,14932,71.45507,7745.211173483025,2000000,75,"3840x2160"
87,92.162,9915,71.878596,7644.042058516197,2000000,75,"1920x1080"
88,92.037,9915,72.155971,7602.171986721143,2000000,75,"1920x1080"
89,89.647,9915,74.565008,7561.231710362048,2000000,75,"1920x1080"
90,93.287,9915,74.798209,7521.190598290599,2000000,75,"1920x1080"
91,91.522,9915,76.64714,7482.019350215001,2000000,75,"1920x1080"
92,94.99,9915,77.11526,7443.689925198691,2000000,75,"1920x1080"
93,93.397,9915,78.722688,7406.175474719743,2000000,75,"1920x1080"
94,96.068,9915,80.009676,7369.4502799552065,2000000,75,"1920x1080"
95,95.005,9915,81.079488,7333.489692982455,2000000,75,"1920x1080"
96,98.209,9915,81.915924,7298.270081615119,2000000,75,"1920x1080"
97,96.615,9915,83.535991,7263.768777614137,2000000,75,"1920x1080"
98,99.818,9915,84.233079,7229.964028035456,2000000,75,"1920x1080"
99,98.225,9915,85.880192,7196.834949494949,2000000,75,"1920x1080"
100,101.428,9915,86.614476,7164.3614851485145,2000000,75,"1920x1080"
101,99.834,9915,88.169139,7132.524364201126,2000000,75,"1920x1080"
102,103.037,9915,89.008488,7101.305063773083,1000000,100,"1920x1080"
103,101.177,9915,90.973115,7070.6857729649,1000000,100,"1920x1080"
104,104.912,9915,91.217837,7040.649358974359,1000000,100,"1920x1080"
105,100.131,9915,96.034066,7011.179335130279,1000000,100,"1920x1080"
106,103.069,9915,96.950685,6982.259830717687,1000000,100,"1920x1080"
107,100.49,9915,99.562787,6953.875562478366,1000000,100,"1920x1080"
108,103.615,9915,100.568963,6926.011807679239,1000000,100,"1920x1080"
109,100.428,9915,103.834482,6898.654378648875,1000000,100,"1920x1080"
110,104.146,4953,103.856551,6781.977805077806,1000000,100,"1280x720"
111,103.631,4953,104.412489,6712.094433719434,1000000,100,"1280x720"
112,101.772,4953,106.38013,6643.447613780025,1000000,100,"1280x720"
113,105.506,4953,106.605459,6576.00481291725,1000000,100,"1280x720"
114,103.381,4953,108.766482,6509.734630053395,1000000,100,"1280x720"
115,106.85,4953,109.332261,6444.606746626687,1000000,100,"1280x720"
116,105.522,4953,110.717771,6380.591880341881,1000000,100,"1280x720"
117,108.99,4953,111.208683,6317.6617412719115,1000000,100,"1280x720"
118,107.131,4953,112.923156,6255.788990172341,1000000,100,"1280x720"
119,110.6,4953,113.403194,6194.947198879552,1000000,100,"1280x720"
120,109.272,4953,114.934046,6135.110812672176,1000000,100,"1280x720"
121,112.474,4953,115.608228,6076.255114483132,1000000,100,"1280x720"
122,110.616,4953,117.643939,6018.356190856992,1000000,100,"1280x720"
123,113.819,4953,118.305003,5961.390899554157,1000000,100,"1280x720"
124,113.022,4953,119.196297,5905.336838709678,2000000,75,"1280x720"
125,116.366,4953,119.714255,5850.172317460318,2000000,75,"1280x720"
126,115.694,4953,120.409721,5795.876327959004,2000000,75,"1280x720"
127,119.162,4953,120.984898,5742.428518700788,2000000,75,"1280x720"
128,118.366,4953,121.771616,5689.809169089147,2000000,75,"1280x720"
129,121.834,4953,122.228774,5637.99916517591,2000000,75,"1280x720"
130,119.975,9915,124.287055,5586.688608338227,2000000,75,"1920x1080"
131,117.053,9915,126.998085,5574.037589636826,2000000,75,"1920x1080"
132,120.787,9915,127.460413,5561.576611984507,2000000,75,"1920x1080"
133,117.866,9915,130.245132,5549.301425204803,2000000,75,"1920x1080"
134,121.334,9915,130.666413,5537.2079049198455,2000000,75,"1920x1080"
135,117.881,9915,134.224854,5525.292047930283,2000000,75,"1920x1080"
136,121.35,9915,134.846197,5513.549967797337,2000000,75,"1920x1080"
137,117.366,9915,138.850126,5501.977890616736,2000000,75,"1920x1080"
138,120.569,9915,139.525814,5490.572150974873,2000000,75,"1920x1080"
139,117.382,9915,142.884506,5479.329188078109,2000000,75,"1920x1080"
140,120.835,9915,143.269201,5468.245542046607,2000000,75,"1920x1080"
141,117.647,9915,146.531338,5457.3178503645995,2000000,75,"1920x1080"
142,121.116,9915,147.013549,5446.542844479463,2000000,75,"1920x1080"
143,117.132,9915,151.1152,5435.917346542348,4000000,50,"1920x1080"
144,120.335,9915,151.722876,5425.438266283525,4000000,50,"1920x1080"
145,117.944,9915,154.26641,5415.102598016061,4000000,50,"1920x1080"
146,121.147,9915,154.991083,5404.907417761626,4000000,50,"1920x1080"
147,107.866,14932,168.299482,5394.619277440706,4000000,50,"3840x2160"
148,106.007,14932,170.145346,5418.370850716488,4000000,50,"3840x2160"
149,109.476,14932,170.682133,5441.805592841163,4000000,50,"3840x2160"
150,106.023,14932,173.981127,5464.9298013245025,4000000,50,"3840x2160"
151,109.741,14932,174.465622,5487.749607877307,4000000,50,"3840x2160"
152,105.507,14932,178.629568,5510.27098383213,4000000,50,"3840x2160"
153,108.976,14932,179.107287,5532.499745352687,9000000,25,"3840x2160"
154,107.117,14932,181.14353,5554.441558441558,9000000,25,"3840x2160"
155,110.32,14932,181.824331,5576.1019437551695,9000000,25,"3840x2160"
156,106.867,14932,185.228168,5597.486281234689,9000000,25,"3840x2160"
157,110.601,14932,185.473243,5618.599814560992,9000000,25,"3840x2160"
158,106.617,14932,189.48818,5639.447655441445,9000000,25,"3840x2160"
159,110.086,14932,190.121262,5660.034787735849,9000000,25,"3840x2160"
160,105.305,14932,194.730675,5680.366071428571,9000000,25,"3840x2160"
161,108.773,14932,195.308965,5700.446246453494,9000000,25,"3840x2160"
162,105.32,14932,198.926594,5720.279936378096,9000000,25,"3840x2160"
163,108.523,14932,199.525986,5739.871651952717,9000000,25,"3840x2160"
164,106.664,14932,201.438924,5759.225794530672,9000000,25,"3840x2160"
165,110.399,14932,201.669641,5778.346659364732,9000000,25,"3840x2160"
166,106.414,14932,205.600645,5797.238438785082,9000000,25,"3840x2160"
167,110.149,14932,205.875211,5815.905225263759,9000000,25,"3840x2160"
168,105.368,14932,210.786954,5834.351014370246,4000000,50,"3840x2160"
169,108.57,14932,211.509664,5852.579707622694,4000000,50,"3840x2160"
170,106.18,14932,214.079156,5870.595115239079,4000000,50,"3840x2160"
171,109.118,14932,214.896131,5888.40095879233,4000000,50,"3840x2160"
172,105.93,14932,218.173227,5906.000873773357,4000000,50,"3840x2160"
173,109.54,14932,218.582088,5923.398412065644,4000000,50,"3840x2160"
174,105.415,14932,222.674299,5940.597044334976,4000000,50,"3840x2160"
175,108.884,14932,223.195454,5957.6001623376615,4000000,50,"3840x2160"
176,105.962,14932,226.146896,5974.411081150489,4000000,50,"3840x2160"
177,109.431,14932,226.81233,5991.033041325461,4000000,50,"3840x2160"
178,106.243,14932,229.997579,6007.469210972318,4000000,50,"3840x2160"
179,109.681,14932,230.482645,6023.722687771571,4000000,50,"3840x2160"
180,104.399,14932,235.782555,6039.796500920809,4000000,50,"3840x2160"
181,107.868,14932,236.181984,6055.693613016818,4000000,50,"3840x2160"
182,105.743,14932,238.319299,6071.416921875938,4000000,50,"3840x2160"
183,109.212,14932,238.804798,6086.969262295082,4000000,50,"3840x2160"
