Index, Buffer Level, Bitrate, Playback Timestamp, QoE, Bandwidth, Latency, Resolution
0,0,760,0,0,5000000,38,"480x270"
1,0,760,0,0,5000000,38,"480x270"
2,0,760,0,-3126.6666666666665,5000000,38,"480x270"
3,0,760,0,-5873.333333333333,5000000,38,"480x270"
4,3.754,1884,0.284196,-5790.2,5000000,38,"768x432"
5,3.715,1884,0.291886,-5495.466666666666,5000000,38,"768x432"
6,3.488,1884,0.753281,-5289.428571428572,5000000,38,"768x432"
7,7.223,4953,0.918722,-5191.946428571428,5000000,38,"1280x720"
8,7.08,4953,0.980054,-4721.569444444444,5000000,38,"1280x720"
9,6.426,4953,1.669691,-4347.233333333334,5000000,38,"1280x720"
10,6.16,14932,1.921294,-4132.927272727273,5000000,38,"3840x2160"
11,3.769,14932,4.498039,-3032.8712121212125,5000000,38,"3840x2160"
12,1.895,14932,6.24382,-2103.794871794871,5000000,38,"3840x2160"
13,5.098,14932,7.032875,-1308.6868131868132,5000000,38,"3840x2160"
14,3.77,14932,8.459758,-620.5047619047618,5000000,38,"3840x2160"
15,6.973,14932,9.218227,-19.02916666666715,5000000,38,"3840x2160"
16,5.379,14932,10.675371,511.161764705882,5000000,38,"3840x2160"
17,9.114,14932,11.068127,982.0359477124184,5000000,38,"3840x2160"
18,6.723,14932,13.280093,1403.023391812866,5000000,38,"3840x2160"
19,10.192,14932,13.860514,1781.6552631578943,5000000,38,"3840x2160"
20,8.863,14932,15.226536,2124.0190476190473,5000000,38,"3840x2160"
21,12.55,14932,15.512827,2435.0887445887456,5000000,38,"3840x2160"
22,10.473,14932,17.732615,2718.968379446642,5000000,38,"3840x2160"
23,13.942,14932,18.184458,2979.074275362318,5000000,38,"3840x2160"
24,12.613,14932,19.420751,3218.2733333333344,5000000,38,"3840x2160"
25,16.238,14932,19.810462,3438.98923076923,5000000,38,"3840x2160"
26,14.489,14932,21.75826,3643.2849002849016,5000000,38,"3840x2160"
27,18.082,14932,21.928737,3832.9272486772497,5000000,38,"3840x2160"
28,16.629,14932,23.458457,4009.4384236453207,5000000,38,"3840x2160"
29,20.098,14932,24.04594,4174.136781609195,5000000,38,"3840x2160"
30,18.77,14932,25.42404,4328.169892473117,5000000,38,"3840x2160"
31,22.488,14932,25.655292,4472.541330645161,5000000,38,"3840x2160"
32,0.988,14932,47.185542,4608.132575757576,4000000,50,"3840x2160"
33,4.192,14932,48.005639,4735.7210338680925,4000000,50,"3840x2160"
34,2.863,14932,49.316047,4855.994957983192,4000000,50,"3840x2160"
35,6.067,14932,50.050718,4969.565873015874,4000000,50,"3840x2160"
36,4.738,14932,51.417107,5076.978978978979,4000000,50,"3840x2160"
37,8.473,14932,51.690156,5178.721906116642,4000000,50,"3840x2160"
38,5.285,14932,54.770114,5275.232118758433,4000000,50,"3840x2160"
39,8.754,14932,55.302117,5366.903205128205,4000000,50,"3840x2160"
40,5.301,14932,58.955903,5454.090243902439,3000000,75,"3840x2160"
