Index, Buffer Level, Bitrate, Playback Timestamp, QoE, Bandwidth, Latency, Resolution
0,0,760,0,0,5000000,13,"480x270"
1,0,760,0,0,5000000,13,"480x270"
2,0,760,0,-3126.6666666666665,5000000,13,"480x270"
3,0,760,0,-5873.333333333333,5000000,13,"480x270"
4,4,254,0.019808,-5961.7,5000000,13,"320x180"
5,3.743,254,0.292537,-5915.2,5000000,13,"320x180"
6,3.743,254,0.330344,-5885,5000000,13,"320x180"
7,7.649,254,0.579384,-5863.857142857143,5000000,13,"320x180"
8,11.384,254,0.878709,-5848.25,5000000,13,"320x180"
9,15.118,254,0.909252,-5836.266666666666,5000000,13,"320x180"
10,15.024,254,1.026784,-5826.781818181818,5000000,13,"320x180"
11,15.024,254,1.083013,-5819.090909090909,5000000,13,"320x180"
12,18.916,254,1.140574,-5812.7307692307695,5000000,13,"320x180"
13,18.853,254,1.274371,-5807.384615384615,5000000,13,"320x180"
14,18.665,254,1.35026,-5802.828571428571,5000000,13,"320x180"
15,22.587,254,1.546918,-5798.9,5000000,13,"320x180"
16,26.306,254,1.750978,-5795.47794117647,5000000,13,"320x180"
17,30.248,254,1.890319,-5792.470588235294,5000000,13,"320x180"
18,30.056,254,1.980731,-5789.80701754386,5000000,13,"320x180"
19,34.018,254,2.027139,-5787.4315789473685,5000000,13,"320x180"
20,33.946,254,2.147558,-5785.3,5000000,13,"320x180"
21,33.946,254,2.170519,-5783.376623376624,5000000,13,"320x180"
22,37.79,254,2.269135,-5781.632411067194,5000000,13,"320x180"
23,37.79,254,2.354433,-5780.04347826087,5000000,13,"320x180"
24,41.644,254,2.369883,-5778.59,5000000,13,"320x180"
25,41.524,254,2.535291,-5777.255384615384,5000000,13,"320x180"
26,41.524,254,2.556193,-5776.025641025641,5000000,13,"320x180"
27,45.259,254,2.769281,-5774.888888888889,5000000,13,"320x180"
28,48.993,254,3.060847,-5773.834975369458,5000000,13,"320x180"
29,52.868,507,3.186523,-5773.145977011494,5000000,13,"320x180"
30,52.727,507,3.316977,-5764.052688172043,5000000,13,"320x180"
31,52.727,507,3.491424,-5755.53125,5000000,13,"320x180"
32,52.462,507,3.712845,-5747.529356060606,5000000,13,"320x180"
33,51.931,507,4.096531,-5740.000891265598,5000000,13,"320x180"
34,51.665,507,4.430111,-5732.905042016807,5000000,13,"320x180"
35,50.602,507,5.418659,-5726.205555555555,5000000,13,"320x180"
36,50.579,254,5.422706,-5733.735735735736,5000000,13,"320x180"
37,50.577,254,5.424653,-5734.02347083926,5000000,13,"320x180"
38,50.574,254,5.427721,-5734.298245614035,5000000,13,"320x180"
39,50.571,254,5.430699,-5734.5608974358975,5000000,13,"320x180"
40,50.568,254,5.433531,-5734.812195121951,5000000,13,"320x180"
41,50.566,254,5.436872,-5735.052845528455,5000000,13,"320x180"
42,50.562,254,5.440515,-5735.28349944629,5000000,13,"320x180"
43,50.558,254,5.444773,-5735.504756871036,5000000,13,"320x180"
44,50.554,254,5.448327,-5735.717171717171,5000000,13,"320x180"
45,50.551,254,5.451094,-5735.921256038648,5000000,13,"320x180"
46,50.548,254,5.59357,-5736.117483811286,5000000,13,"320x180"
47,54.405,507,5.596861,-5736.418439716312,5000000,13,"320x180"
48,54.337,507,5.856529,-5731.432397959184,5000000,13,"320x180"
49,58.141,760,5.861028,-5726.749795918367,5000000,13,"480x270"
50,57.993,760,6.135686,-5717.187450980392,5000000,13,"480x270"
51,57.806,760,6.235755,-5707.99358974359,5000000,13,"480x270"
52,57.761,760,6.250603,-5699.147314949202,5000000,13,"480x270"
53,57.54,760,6.545898,-5690.62928022362,5000000,13,"480x270"
54,57.452,507,6.550387,-5691.706734006734,5000000,13,"320x180"
55,57.449,507,6.55343,-5688.143181818182,5000000,13,"320x180"
56,57.274,507,6.824157,-5684.705200501253,5000000,13,"320x180"
57,57.009,507,7.043801,-5681.38626739262,5000000,13,"320x180"
58,56.743,507,7.285975,-5678.1803039158385,5000000,13,"320x180"
59,56.478,507,7.596918,-5675.081638418079,5000000,13,"320x180"
60,56.196,507,7.938023,-5672.084972677596,5000000,13,"320x180"
61,55.837,507,8.189089,-5669.185351665786,5000000,13,"320x180"
62,54.618,507,9.556132,-5666.378136200717,5000000,13,"320x180"
63,54.087,507,9.949109,-5663.658978174603,5000000,13,"320x180"
64,53.821,507,10.189456,-5661.023798076923,5000000,13,"320x180"
65,52.759,507,11.271887,-5658.4687645687645,5000000,13,"320x180"
66,52.726,507,11.276283,-5655.990275893261,5000000,13,"320x180"
67,52.493,507,11.648115,-5653.584942932397,5000000,13,"320x180"
68,56.228,507,11.955945,-5651.249573742541,5000000,13,"320x180"
69,56.228,507,11.957326,-5648.98115942029,5000000,13,"320x180"
70,60.041,760,11.960653,-5646.827766599597,5000000,13,"480x270"
71,59.884,760,12.210207,-5641.169600938967,5000000,13,"480x270"
72,59.696,760,12.42214,-5635.666666666667,5000000,13,"480x270"
73,59.431,760,12.597733,-5630.3126619770455,5000000,13,"480x270"
74,59.431,760,12.708345,-5625.101621621621,5000000,13,"480x270"
75,58.899,760,13.15302,-5620.027894736842,5000000,13,"480x270"
76,58.634,760,13.388605,-5615.086124401914,5000000,13,"480x270"
77,58.368,760,13.64398,-5610.271228771228,5000000,13,"480x270"
78,58.087,760,14.085158,-5605.578383641675,5000000,13,"480x270"
79,57.728,760,14.349632,-5601.003006329114,5000000,13,"480x270"
80,57.305,760,14.782789,-5596.540740740741,5000000,13,"480x270"
81,57.215,507,14.793041,-5598.396266184884,5000000,13,"320x180"
82,57.206,507,14.79614,-5597.120922715251,5000000,13,"320x180"
83,57.203,507,14.8,-5595.876075731498,5000000,13,"320x180"
84,57.198,507,14.804126,-5594.660644257703,5000000,13,"320x180"
85,57.194,507,14.808326,-5593.473597811218,5000000,13,"320x180"
86,57.19,507,14.81205,-5592.313953488372,5000000,13,"320x180"
87,57.009,507,15.060154,-5591.180773249739,5000000,13,"320x180"
88,60.939,760,15.063156,-5590.105464759959,5000000,13,"480x270"
89,60.775,760,15.231298,-5586.210736579276,5000000,13,"480x270"
90,60.509,760,15.51787,-5582.401709401709,5000000,13,"480x270"
91,64.48,1013,15.616279,-5578.705805064501,5000000,13,"640x360"
92,64.243,1013,15.864937,-5572.3388265544645,5000000,13,"640x360"
93,64.243,1013,15.866286,-5566.107412491421,5000000,13,"640x360"
94,63.931,1013,16.210247,-5560.007278835386,5000000,13,"640x360"
95,63.786,760,16.216532,-5559.332894736842,5000000,13,"480x270"
96,63.783,760,16.219583,-5556.036512027491,5000000,13,"480x270"
97,63.777,760,16.226402,-5552.807490006312,5000000,13,"480x270"
98,63.77,760,16.233092,-5549.643784786642,5000000,13,"480x270"
99,63.765,760,16.238445,-5546.5434343434345,5000000,13,"480x270"
100,63.759,760,16.244215,-5543.504554455446,5000000,13,"480x270"
101,63.753,760,16.250032,-5540.52533488643,5000000,13,"480x270"
102,63.447,760,16.631122,-5537.604035789072,5000000,13,"480x270"
103,63.181,760,16.928459,-5534.738984316654,5000000,13,"480x270"
104,62.853,760,17.171093,-5531.928571428572,5000000,13,"480x270"
105,62.65,760,17.388839,-5529.171248876909,5000000,13,"480x270"
106,62.383,760,17.634009,-5526.4655263621935,5000000,13,"480x270"
107,62.134,760,17.871611,-5523.809968847352,5000000,13,"480x270"
108,62.127,760,17.876502,-5521.203194019708,5000000,13,"480x270"
109,62.118,760,18.132602,-5518.643869891576,5000000,13,"480x270"
110,65.865,1013,18.13718,-5516.151433251433,5000000,13,"640x360"
111,65.587,1013,18.479999,-5511.423906048906,5000000,13,"640x360"
112,69.518,1013,18.49167,-5506.7801042983565,5000000,13,"640x360"
113,69.415,1013,18.608245,-5502.21782331936,5000000,13,"640x360"
114,69.321,1013,18.788393,-5497.734935163997,5000000,13,"640x360"
115,73.208,1255,18.894934,-5493.347526236881,5000000,13,"640x360"
116,72.79,1255,19.301003,-5486.94864426761,5000000,13,"640x360"
117,72.696,1255,19.350229,-5480.658264522672,5000000,13,"640x360"
118,72.336,1255,19.688443,-5474.47365047714,5000000,13,"640x360"
119,71.978,1255,20.18001,-5468.392156862745,5000000,13,"640x360"
120,71.462,1255,20.665578,-5462.411225895316,5000000,13,"640x360"
121,71.197,1255,21.047498,-5456.528383687847,5000000,13,"640x360"
122,70.665,1255,21.45634,-5450.741236838598,5000000,13,"640x360"
123,70.4,1255,21.770706,-5445.047469184369,5000000,13,"640x360"
124,70.134,1255,22.078841,-5439.444838709677,5000000,13,"640x360"
125,69.918,1013,22.084227,-5437.787809523809,5000000,13,"640x360"
126,69.821,1013,22.362318,-5434.236032995876,5000000,13,"640x360"
127,69.462,1013,22.552951,-5430.739788385827,5000000,13,"640x360"
128,69.337,1013,22.786253,-5427.297783430233,5000000,13,"640x360"
129,69.071,1013,23.173989,-5423.908765652952,5000000,13,"640x360"
130,68.743,1013,23.3698,-5420.571520845567,5000000,13,"640x360"
131,68.54,1013,23.61277,-5417.284871616933,5000000,13,"640x360"
132,68.275,1013,23.833884,-5414.047676008202,5000000,13,"640x360"
133,68.164,1013,23.839063,-5410.858826169902,5000000,13,"640x360"
134,68.159,1013,23.843587,-5407.717247097844,5000000,13,"640x360"
135,68.009,1013,24.074348,-5404.621895424836,5000000,13,"640x360"
136,71.924,1255,24.078406,-5401.584746672392,5000000,13,"640x360"
137,71.665,1255,24.383591,-5396.825029091294,5000000,13,"640x360"
138,75.614,1255,24.475668,-5392.133823376082,5000000,13,"640x360"
139,75.478,1255,24.595372,-5387.509660842754,5000000,13,"640x360"
140,75.478,1255,24.613867,-5382.951114488349,5000000,13,"640x360"
141,79.306,1884,24.78568,-5378.488212965738,5000000,13,"768x432"
142,78.946,1884,25.089171,-5369.657736629568,5000000,13,"768x432"
143,78.905,1884,25.312964,-5360.949932012432,5000000,13,"768x432"
144,78.587,1884,25.523076,-5352.362260536398,5000000,13,"768x432"
145,78.228,1884,25.823276,-5343.892253188475,5000000,13,"768x432"
146,78.15,1884,26.089248,-5335.537508153947,5000000,13,"768x432"
147,77.618,1884,26.387599,-5327.295688545689,5000000,13,"768x432"
148,77.353,1884,26.684206,-5319.164520224923,5000000,13,"768x432"
149,77.087,1884,27.058123,-5311.141789709172,5000000,13,"768x432"
150,76.79,1884,27.424512,-5303.225342163356,5000000,13,"768x432"
151,76.29,1884,27.715323,-5295.413079470199,5000000,13,"768x432"
152,76.281,1255,27.721507,-5295.952227382181,5000000,13,"640x360"
153,76.025,1255,27.995145,-5292.3729309905775,5000000,13,"640x360"
154,75.759,1255,28.268104,-5288.839840804357,5000000,13,"640x360"
155,75.712,1255,28.498654,-5285.352067824649,4000000,18,"640x360"
156,75.228,1255,28.78233,-5281.908745712886,4000000,18,"640x360"
157,74.962,1255,29.15078,-5278.509030073369,4000000,18,"640x360"
158,74.634,1255,29.521372,-5275.152097762917,4000000,18,"640x360"
159,73.103,1255,30.968873,-5271.837146226415,4000000,18,"640x360"
160,71.775,1255,32.36606,-5268.563392857142,4000000,18,"640x360"
161,71.631,1255,32.372571,-5265.330074380799,4000000,18,"640x360"
162,71.625,1255,32.379144,-5262.136446262213,4000000,18,"640x360"
163,71.4,1255,32.649249,-5258.981782133772,4000000,18,"640x360"
164,75.243,1255,32.921985,-5255.865373244642,4000000,18,"640x360"
165,79.076,1884,32.926762,-5252.8094925155165,4000000,18,"768x432"
166,79.073,1884,32.934589,-5246.0007935935355,4000000,18,"768x432"
167,78.978,1884,33.046393,-5239.273167949815,4000000,18,"768x432"
