Index, Buffer Level, Bitrate, Playback Timestamp, QoE, Bandwidth, Latency, Resolution
0,0,760,0,0,9000000,10,"480x270"
1,0,760,0,0,9000000,10,"480x270"
2,0,760,0,-3126.6666666666665,9000000,10,"480x270"
3,0,760,0,-5873.333333333333,9000000,10,"480x270"
4,3.971,507,0.244675,-5847.85,9000000,10,"320x180"
5,3.663,507,0.50213,-5780.266666666666,9000000,10,"320x180"
6,3.21,507,0.806478,-5734.4047619047615,9000000,10,"320x180"
7,6.944,507,1.141949,-5701.214285714285,9000000,10,"320x180"
8,10.413,507,1.604128,-5676.069444444444,9000000,10,"320x180"
9,10.413,507,1.626608,-5656.355555555556,9000000,10,"320x180"
10,14.372,760,1.630331,-5642.781818181818,9000000,10,"480x270"
11,14.369,760,1.728923,-5608.257575757576,9000000,10,"480x270"
12,14.147,760,1.854174,-5579.192307692308,9000000,10,"480x270"
13,14.144,760,1.858816,-5554.384615384615,9000000,10,"480x270"
14,13.881,760,2.12999,-5532.961904761904,9000000,10,"480x270"
15,13.616,760,2.450453,-5514.275,9000000,10,"480x270"
16,13.35,760,2.853725,-5497.830882352941,9000000,10,"480x270"
17,17.084,760,3.180753,-5483.248366013072,9000000,10,"480x270"
18,16.787,760,3.317965,-5470.228070175439,9000000,10,"480x270"
19,20.288,760,3.831506,-5458.531578947368,9000000,10,"480x270"
20,20.022,760,4.112955,-5447.966666666666,9000000,10,"480x270"
21,23.709,1013,4.291772,-5438.924242424242,9000000,10,"640x360"
22,23.49,1013,4.596132,-5419.132411067194,9000000,10,"640x360"
23,23.402,1013,4.606494,-5401.001811594203,9000000,10,"640x360"
24,23.225,1013,4.859039,-5384.331666666667,9000000,10,"640x360"
25,23.139,1255,4.972198,-5369.324615384616,9000000,10,"640x360"
26,22.959,1255,5.280331,-5346.10113960114,9000000,10,"640x360"
27,22.428,1255,5.813894,-5324.543650793651,9000000,10,"640x360"
28,21.913,1255,6.096559,-5304.4790640394085,9000000,10,"640x360"
29,21.632,1255,6.410329,-5285.757471264368,9000000,10,"640x360"
30,21.366,1255,6.760654,-5268.248387096774,9000000,10,"640x360"
31,21.1,1255,6.990018,-5251.837701612903,9000000,10,"640x360"
32,24.569,1255,7.466597,-5236.425189393939,9000000,10,"640x360"
33,24.569,1255,7.468524,-5221.922459893048,9000000,10,"640x360"
34,28.475,1884,7.636914,-5208.779831932773,9000000,10,"768x432"
35,28.038,1884,8.061369,-5178.369047619048,9000000,10,"768x432"
36,27.935,1884,8.098865,-5149.605105105105,9000000,10,"768x432"
37,27.757,1884,8.33748,-5122.357752489332,9000000,10,"768x432"
38,27.659,3134,8.43093,-5097.353576248313,9000000,10,"1024x576"
39,26.975,3134,9.121782,-5041.508333333333,9000000,10,"1024x576"
40,26.444,3134,9.719466,-4988.390243902439,9000000,10,"1024x576"
41,25.648,3134,10.398777,-4937.804297328687,9000000,10,"1024x576"
42,24.585,3134,11.647085,-4889.573643410853,9000000,10,"1024x576"
43,24.32,4953,11.752706,-4844.4989429175475,9000000,10,"1280x720"
44,23.788,4953,12.46914,-4760.04595959596,9000000,10,"1280x720"
45,22.726,4953,13.39861,-4679.267632850242,9000000,10,"1280x720"
46,21.929,4953,14.262465,-4601.929232192415,9000000,10,"1280x720"
47,21.132,4953,15.04078,-4527.815602836879,9000000,10,"1280x720"
48,20.07,4953,16.042078,-4456.729166666667,9000000,10,"1280x720"
49,19.007,4953,17.173683,-4388.488163265306,9000000,10,"1280x720"
50,22.21,4953,17.791169,-4322.925098039215,9000000,10,"1280x720"
51,21.413,4953,18.719829,-4259.885369532429,9000000,10,"1280x720"
