Index, Buffer Level, Bitrate, Playback Timestamp, Frame Rate, Resolution
0,0,760,0,30,"480x270"
0,0,760,0,30,"480x270"
0,0,760,0,30,"480x270"
0,0,760,0,30,"480x270"
0,4,1255,0,30,"640x360"
0,3.999,1255,0.161083,30,"640x360"
0,7.839,9915,0.201354,30,"1920x1080"
0,7.717,9915,0.410875,30,"1920x1080"
0,7.717,9915,0.451041,30,"1920x1080"
0,0,9915,634.566,30,"1920x1080"
0,0,9915,634.566,30,"1920x1080"
0,0,9915,634.566,30,"1920x1080"
0,0,9915,634.566,30,"1920x1080"
